,ID,Bin,TaxonRelativeAbundance,Domain,Phylum,Class,Order,Family,Genus,Species
2748,Sg_SRR1539101_bin.8,Bin98,4.66E-05,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,JAGXRU01,Unassigned
2749,Sg_SRR1539101_bin.9,Bin109,1.28E-05,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,Unassigned
2750,Sg_SRR1976948_bin.10,Bin115,2.39E-05,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA4781,UBA4781 sp003446605
2751,Sg_SRR1976948_bin.13,Bin99,1.93E-05,Bacteria,Bacillota,Clostridia,Tissierellales,Dethiosulfatibacteraceae,Nov-38,38-11 sp001509345
2752,Sg_SRR1976948_bin.15,Bin115,0.000107004,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,T78,T78 sp003445715
2753,Sg_SRR1976948_bin.17,Bin76,0.000135985,Bacteria,WOR-3,32-111,32-111,32-111,32-111,32-111 sp001508335
2754,Sg_SRR1976948_bin.18,Bin115,2.17E-05,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Brevefilum,Unassigned
2755,Sg_SRR1976948_bin.2,Bin87,0.000176324,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Petrotoga sibirica
2756,Sg_SRR1976948_bin.21,Bin135,6.73E-06,Bacteria,Patescibacteria,Microgenomatia,UBA1400,PJMF01,WJLO01,Unassigned
2757,Sg_SRR1976948_bin.23,Bin84,0.000193965,Bacteria,Synergistota,Synergistia,Synergistales,Thermovirgaceae,58-81,58-81 sp001509095
2758,Sg_SRR1976948_bin.24,Bin131,0.00037687,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA5633,UBA2558,Unassigned
2759,Sg_SRR1976948_bin.25,Bin85,0.000208712,Bacteria,Atribacterota,JS1,SB-45,34-128,34-128,34-128 sp003451675
2760,Sg_SRR1976948_bin.5,Bin94,0.000332835,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,Nap2-2B,46-80,46-80 sp003485325
2761,Sg_SRR1976948_bin.6,Bin102,6.60E-05,Bacteria,Actinomycetota,Coriobacteriia,Anaerosomatales,Anaerosomataceae,Anaerosoma,Anaerosoma tenue
2762,Sg_SRR1976948_bin.7,Bin71,0.000105099,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,TTA-H9,TTA-H9,TTA-H9 sp002418865
2763,Sg_SRR1976948_bin.9,Bin87,0.000106897,Bacteria,Thermotogota,Thermotogae,Petrotogales,Kosmotogaceae,Mesotoga,Mesotoga sp002752635
2764,Sg_SRR1977249_bin.10,Bin115,5.18E-05,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Brevefilum,Brevefilum sp001508595
2765,Sg_SRR1977249_bin.13,Bin135,8.61E-05,Bacteria,Patescibacteria,Microgenomatia,UBA1400,PJMF01,JAAZKO01,Unassigned
2766,Sg_SRR1977249_bin.15,Bin134,7.56E-05,Bacteria,Patescibacteria,Dojkabacteria,SC72,SC72,UBA2177,Unassigned
2767,Sg_SRR1977249_bin.2,Bin85,0.000169518,Bacteria,Atribacterota,JS1,SB-45,34-128,UBA9904,UBA9904 sp003513845
2768,Sg_SRR1977249_bin.20,Bin136,1.39E-05,Bacteria,Patescibacteria,Microgenomatia,0-14-0-10-38-17,0-14-0-10-38-17,JAQVFF01,Unassigned
2769,Sg_SRR1977249_bin.21,Bin68,7.66E-05,Bacteria,Marinisomatota,AB16,AB16,46-47,46-47,46-47 sp001509335
2770,Sg_SRR1977249_bin.22,Bin134,8.12E-05,Bacteria,Patescibacteria,Dojkabacteria,SC72,SC72,UBA2177,Unassigned
2771,Sg_SRR1977249_bin.23,Bin115,7.32E-05,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,T78,T78 sp003445715
2772,Sg_SRR1977249_bin.24,Bin85,7.38E-05,Bacteria,Atribacterota,JS1,SB-45,UBA6794,M30B28,Unassigned
2773,Sg_SRR1977249_bin.4,Bin94,0.000405881,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,Nap2-2B,46-80,46-80 sp003513005
2774,Sg_SRR1977304_bin.4,Bin86,0.001158033,Bacteria,Thermotogota,Thermotogae,Thermotogales,DSM-5069,Pseudothermotoga_A,Pseudothermotoga_A sp003510135
2775,Sg_SRR1977304_bin.5,Bin58,0.003383765,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfonauticaceae,Desulfonauticus,Desulfonauticus sp001507915
2776,Sg_SRR1977357_bin.3,Bin96,0.000146253,Bacteria,Bacillota,Moorellia,DTU086,DTU086,41-269,41-269 sp001508005
2777,Sg_SRR1977357_bin.5,Bin96,2.54E-05,Bacteria,Bacillota,Moorellia,Moorellales,Moorellaceae,UBA12545,UBA12545 sp003509545
2778,Sg_SRR1977365_bin.10,Bin83,1.26E-05,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,64-32,64-32 sp001508155
2779,Sg_SRR1977365_bin.12,Bin84,0.000481803,Bacteria,Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium,Acetomicrobium thermoterrenum
2780,Sg_SRR1977365_bin.3,Bin96,0.000285012,Bacteria,Bacillota,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,50-218,50-218 sp001508855
2781,Sg_SRR21291827_bin.1,Bin56,0.000219479,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Unassigned
2782,Sg_SRR21291828_bin.1,Bin102,0.00055372,Bacteria,Actinomycetota,Coriobacteriia,Anaerosomatales,Anaerosomataceae,UBA2279,Unassigned
2783,Sg_SRR21291828_bin.3,Bin38,0.008208285,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E shahriarae
2784,Sg_SRR21291828_bin.4,Bin50,0.000264909,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herminiimonas,Herminiimonas contaminans
2785,Sg_SRR21291830_bin.1,Bin101,0.000400403,Bacteria,Bacillota,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,UBA7523,Unassigned
2786,Sg_SRR21291830_bin.2,Bin60,0.000247344,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,UBA2210,MLS-D,Unassigned
2787,Sg_SRR21291832_bin.6,Bin84,0.00027649,Bacteria,Synergistota,Synergistia,Synergistales,Thermovirgaceae,Unassigned,Unassigned
2788,Sg_SRR21291833_bin.3,Bin77,0.000106024,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,UBA6080,UBA6080 sp002436025
2789,Sg_SRR21291833_bin.6,Bin111,8.31E-05,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,CAIXSE01,Unassigned
2790,Sg_SRR21291834_bin.2,Bin61,0.000335644,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,Desulfocapsa sp018817385
2791,Sg_SRR21291834_bin.3,Bin61,0.000167115,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,Thiovibrio,Thiovibrio sp002841785
2792,Sg_SRR21291834_bin.4,Bin101,0.000446538,Bacteria,Bacillota,Bacilli_A,Acholeplasmatales,Acholeplasmataceae,UBA2284,Unassigned
2793,Sg_SRR21291834_bin.5,Bin63,0.002159842,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,RPRI01,RPRI01,Unassigned
2794,Sg_SRR21291834_bin.6,Bin72,0.000146415,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_I,Bacteroides_I graminisolvens
2795,Sg_SRR21291834_bin.7,Bin56,0.000328862,Bacteria,Dependentiae,Babeliae,Babeliales,RVW-14,Unassigned,Unassigned
2796,Sg_SRR23823796_bin.10,Bin86,0.000449115,Bacteria,Thermotogota,Thermotogae,Thermotogales,DSM-5069,Pseudothermotoga_B,Pseudothermotoga_B elfii
2797,Sg_SRR23823797_bin.1,Bin99,0.000105711,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,Soehngenia,Unassigned
2798,Sg_SRR23823797_bin.13,Bin72,0.001146296,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Seramator,Seramator thermalis
2799,Sg_SRR23823797_bin.17,Bin97,0.00168019,Bacteria,Bacillota,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter pseudethanolicus
2800,Sg_SRR23823797_bin.19,Bin98,1.66E-05,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Fusibacter,Fusibacter sp030446305
2801,Sg_SRR23823797_bin.4,Bin86,0.00131682,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,Thermosipho africanus
2802,Sg_SRR23823806_bin.2,Bin58,0.002520904,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Thermodesulfomicrobium,Thermodesulfomicrobium sp003530935
2803,Sg_SRR23823806_bin.8,Bin97,0.000324988,Bacteria,Bacillota,Thermosediminibacteria,Thermosediminibacterales,Tepidanaerobacteraceae,Biomaibacter,Biomaibacter acetigenes
2804,Sg_SRR23823834_bin.13,Bin31,6.30E-06,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Alpha-05,Alpha-05 sp900079695
2805,Sg_SRR23823834_bin.2,Bin59,2.82E-05,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea sp030154185
2806,Sg_SRR23823836_bin.11,Bin74,9.97E-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tenuifilaceae,Tenuifilum,Tenuifilum thalassicum
2807,Sg_SRR23823836_bin.14,Bin72,4.40E-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Anaerophaga,Anaerophaga thermohalophila
2808,Sg_SRR23823836_bin.2,Bin87,0.000464372,Bacteria,Thermotogota,Thermotogae,Petrotogales,Kosmotogaceae,Kosmotoga,Kosmotoga olearia
2809,Sg_SRR23823841_bin.13,Bin101,0.001582179,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Hypnocyclicus,Hypnocyclicus sp020063625
2810,Sg_SRR23823842_bin.5,Bin97,0.003538483,Bacteria,Bacillota,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter pseudethanolicus
2811,Sg_SRR23823843_bin.11,Bin99,0.000126348,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,Soehngenia,Unassigned
2812,Sg_SRR23823845_bin.11,Bin101,1.21E-05,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D,Enterococcus_D innesii
2813,Sg_SRR23823845_bin.13,Bin97,2.64E-05,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Velocimicrobium,Velocimicrobium sp030154385
2814,Sg_SRR23823845_bin.14,Bin97,0.00035568,Bacteria,Bacillota,Clostridia,SK-Y3,SK-Y3,Petroclostridium,Petroclostridium xylanilyticum
2815,Sg_SRR23823845_bin.15,Bin99,4.19E-05,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,Acetoanaerobium,Acetoanaerobium noterae
2816,Sg_SRR23823845_bin.2,Bin97,4.32E-05,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,Pygmaiobacter sp028689835
2817,Sg_SRR23823845_bin.6,Bin97,0.001005834,Bacteria,Bacillota,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Thermoanaerobacterium butyriciformans
2818,Sg_SRR23823845_bin.9,Bin101,5.92E-05,Bacteria,Bacillota,Bacilli_A,Erysipelotrichales,Coprobacillaceae,JAQVDW01,Unassigned
2819,Sg_SRR23823846_bin.10,Bin50,0.000398605,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Tepidiphilus,Tepidiphilus succinatimandens
2820,Sg_SRR23823846_bin.7,Bin57,5.01E-05,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferrivibrionaceae,Deferrivibrio,Deferrivibrio sp020054865
2821,Sg_SRR23823846_bin.8,Bin97,0.000128,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,JAIHAL01,JAIHAL01 sp020054675
2822,Sg_SRR23823851_bin.16,Bin93,4.55E-05,Bacteria,Bacillota,Peptococcia,Peptococcales,BICA1-8,JASKKI01,JASKKI01 sp030154225
2823,Sg_SRR23823851_bin.4,Bin86,0.002089624,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana
2824,Sg_SRR23823852_bin.5,Bin84,0.000179218,Bacteria,Synergistota,Synergistia,Synergistales,Thermovirgaceae,UBA1876,UBA1876 sp003446665
2825,Sg_SRR23823852_bin.6,Bin100,0.000105538,Bacteria,Bacillota,Clostridia,Mahellales,Mahellaceae,Mahella,Mahella sp030156435
2826,Sg_SRR23823853_bin.11,Bin97,0.001012174,Bacteria,Bacillota,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter,Caldanaerobacter subterraneus
2827,Sg_SRR23823856_bin.7,Bin87,0.001315988,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Petrotoga mexicana
2828,Sg_SRR23823856_bin.8,Bin101,0.001114113,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Hypnocyclicus,Hypnocyclicus sp020063625
2829,Sg_SRR23823857_bin.12,Bin87,0.000743826,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Unassigned
2830,Sg_SRR23823858_bin.3,Bin87,0.001293877,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Petrotoga mobilis
2831,Sg_SRR23823858_bin.6,Bin72,0.000725786,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Seramator,Unassigned
2832,Sg_SRR23823858_bin.9,Bin86,0.132289376,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila
2833,Sg_SRR23823859_bin.4,Bin97,3.86E-05,Bacteria,Bacillota,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitalea_A,Defluviitalea_A raffinosedens
2834,Sg_SRR23823859_bin.5,Bin101,6.65E-05,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_E,Enterococcus_E cecorum
2835,Sg_SRR23823860_bin.4,Bin98,1.10E-05,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium butyricum
2836,Sg_SRR23823861_bin.10,Bin72,9.82E-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_I,Bacteroides_I graminisolvens
2837,Sg_SRR23823861_bin.13,Bin32,5.72E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella fodinae
2838,Sg_SRR23823861_bin.2,Bin58,0.003662905,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium commune
2839,Sg_SRR23823862_bin.14,Bin101,0.002852384,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Trichococcus,Trichococcus sp030153215
2840,Sg_SRR23823862_bin.9,Bin96,0.00109528,Bacteria,Bacillota,Moorellia,Moorellales,Moorellaceae,Moorella,Moorella sp006538365
2841,Sg_SRR23823864_bin.2,Bin101,9.92E-05,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium_A,Carnobacterium_A inhibens
2842,Sg_SRR23823867_bin.14,Bin97,8.29E-05,Bacteria,Bacillota,Clostridia,SK-Y3,SK-Y3,JASGMB01,JASGMB01 sp030156665
2843,Sg_SRR23823867_bin.16,Bin93,5.70E-05,Bacteria,Bacillota,Peptococcia,Peptococcales,BICA1-8,JASKKI01,JASKKI01 sp030154225
2844,Sg_SRR23823867_bin.19,Bin78,7.87E-05,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Tichowtungiaceae,Tichowtungia,Tichowtungia sp030153935
2845,Sg_SRR23823867_bin.7,Bin87,0.000720972,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Petrotoga mobilis
2846,Sg_SRR23823868_bin.16,Bin85,1.53E-05,Bacteria,Atribacterota,Atribacteria,Atribacterales,JASGLU01,JASGLU01,JASGLU01 sp030156825
2847,Sg_SRR23823868_bin.17,Bin85,0.00027866,Bacteria,Atribacterota,Atribacteria,Atribacterales,JARRBX01,JARRBX01,JARRBX01 sp029982245
2848,Sg_SRR23823868_bin.2,Bin97,0.000308423,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora amygdalina_A
2849,Sg_SRR23823868_bin.4,Bin100,7.26E-05,Bacteria,Bacillota,Clostridia,Mahellales,Mahellaceae,Mahella,Mahella sp020054945
2850,Sg_SRR23823869_bin.1,Bin70,9.23E-05,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,DTU049,DTU049,DTU049 sp018432645
2851,Sg_SRR23823869_bin.11,Bin100,5.31E-05,Bacteria,Bacillota,Clostridia,Mahellales,Mahellaceae,Mahella,Mahella sp030156435
2852,Sg_SRR23823869_bin.15,Bin91,0.000136534,Bacteria,DTU030,DTU030,DUMP01,DUMP01,DUMP01,DUMP01 sp030153805
2853,Sg_SRR23823869_bin.22,Bin99,0.000126593,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium sp030156895
2854,Sg_SRR23823869_bin.26,Bin84,0.000286423,Bacteria,Synergistota,Synergistia,Synergistales,Thermosynergistaceae,Thermosynergistes,Thermosynergistes sp001508935
2855,Sg_SRR23823869_bin.38,Bin91,5.07E-05,Bacteria,DTU030,DTU030,DUMP01,DUMP01,DUMP01,DUMP01 sp012839755
2856,Sg_SRR23823869_bin.40,Bin90,7.33E-06,Bacteria,Bacillota,Limnochordia,Limnochordales,DUMU01,DUMU01,Unassigned
2857,Sg_SRR23823870_bin.11,Bin97,2.34E-05,Bacteria,Bacillota,Thermosediminibacteria,Thermosediminibacterales,Tepidanaerobacteraceae,Unassigned,Unassigned
2858,Sg_SRR23823870_bin.14,Bin86,8.84E-05,Bacteria,Thermotogota,Thermotogae,UBA12178,UBA12178,UBA12178,UBA12178 sp003538775
2859,Sg_SRR23823870_bin.15,Bin97,7.87E-05,Bacteria,Bacillota,Thermosediminibacteria,Koleobacterales,JARRCM01,JARRCM01,JARRCM01 sp029982205
2860,Sg_SRR23823870_bin.18,Bin86,0.000177202,Bacteria,Thermotogota,Thermotogae,B21-G9,HyVt-16,HyVt-16,HyVt-16 sp029981435
2861,Sg_SRR23823870_bin.26,Bin97,4.29E-05,Bacteria,Bacillota,Thermosediminibacteria,Thermosediminibacterales,Tepidanaerobacteraceae,JANLFP01,JANLFP01 sp029982615
2862,Sg_SRR23823870_bin.7,Bin89,0.000201032,Bacteria,Bacillota,Halanaerobiia,Halanaerobiales,DTU029,JARRCS01,JARRCS01 sp029981855
2863,Sg_SRR23823871_bin.12,Bin71,0.000386443,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,TTA-H9,UBA2030,UBA2030 sp002332755
2864,Sg_SRR23823871_bin.13,Bin97,0.000102688,Bacteria,Bacillota,Thermosediminibacteria,Thermosediminibacterales,Thermosediminibacteraceae,JASUSP01,JASUSP01 sp030446005
2865,Sg_SRR23823871_bin.21,Bin87,2.58E-05,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Oceanotoga,Oceanotoga teriensis
2866,Sg_SRR23823871_bin.30,Bin96,2.07E-05,Bacteria,Bacillota,Moorellia,Moorellales,Moorellaceae,JASUSV01,JASUSV01 sp030445865
2867,Sg_SRR23823871_bin.31,Bin86,0.000503546,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho_A,Thermosipho_A sp030153605
2868,Sg_SRR23823871_bin.37,Bin99,0.00012734,Bacteria,Bacillota,Clostridia,Tissierellales,Tissierellaceae,Soehngenia,Unassigned
2869,Sg_SRR23823871_bin.39,Bin96,2.70E-05,Bacteria,Bacillota,Moorellia,Moorellales,Moorellaceae,Moorella,Moorella sp030445875
2870,Sg_SRR23823871_bin.8,Bin91,0.000360103,Bacteria,DTU030,DTU030,DUMP01,DUMP01,DUMP01,DUMP01 sp030154105
2871,Sg_SRR24974065_bin.1,Bin105,7.57E-05,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Demequinaceae,Demequina,Unassigned
2872,Sg_SRR24974065_bin.10,Bin41,0.001415568,Bacteria,Pseudomonadota,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Guyparkeria,Guyparkeria sp016278265
2873,Sg_SRR24974065_bin.11,Bin94,0.00369371,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,VENG01,VENG01,VENG01 sp016278505
2874,Sg_SRR24974065_bin.12,Bin23,0.004803782,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JADQCB01,JADQCB01 sp016278325
2875,Sg_SRR24974065_bin.2,Bin33,0.00115249,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,Marinobacter subterrani
2876,Sg_SRR24974065_bin.3,Bin96,0.001190161,Bacteria,Bacillota,Moorellia,JADQBR01,JADQBR01,JADQBS01,JADQBS01 sp016278535
2877,Sg_SRR24974065_bin.6,Bin40,0.000152122,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,UBA6429,Thiohalophilus,Unassigned
2878,Sg_SRR24974066_bin.1,Bin111,0.000165194,Bacteria,Actinomycetota,Thermoleophilia,RBG-16-64-13,RBG-16-64-13,JAHJSA01,Unassigned
2879,Sg_SRR24974066_bin.15,Bin68,2.80E-05,Bacteria,Bacteroidota,Kapaibacteriia,Kapaibacteriales,UBA2268,Unassigned,Unassigned
2880,Sg_SRR24974066_bin.3,Bin72,0.000106873,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabilia,Marinilabilia sp016278715
2881,Sg_SRR24974066_bin.6,Bin10,6.81E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,JAHJQZ01,Unassigned
2882,Sg_SRR24974066_bin.9,Bin111,7.03E-05,Bacteria,Actinomycetota,Thermoleophilia,RBG-16-64-13,RBG-16-64-13,JAHJSA01,Unassigned
2883,Sg_SRR24974067_bin.1,Bin99,0.000169984,Bacteria,Bacillota,Clostridia,Tissierellales,Dethiosulfatibacteraceae,UBA8670,Unassigned
2884,Sg_SRR24974067_bin.13,Bin59,0.000121166,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Syntrophotaleaceae,Unassigned,Unassigned
2885,Sg_SRR24974067_bin.3,Bin98,0.000220941,Bacteria,Bacillota,Clostridia,Peptostreptococcales,JAAYPU01,Soudan-22,Soudan-22 sp016278615
2886,Sg_SRR24974068_bin.15,Bin89,3.09E-05,Bacteria,Bacillota,Halanaerobiia,Halanaerobiales,JADQBU01,JADQBU01,JADQBU01 sp016278435
2887,Sg_SRR24974068_bin.16,Bin89,0.000332312,Bacteria,Bacillota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,JADQBT01,JADQBT01 sp016278485
2888,Sg_SRR24974068_bin.9,Bin92,9.43E-05,Bacteria,Bacillota,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Gracilibacter,Unassigned
2889,Sg_SRR24974070_bin.11,Bin88,4.00E-05,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,SLSQ01,Unassigned
2890,Sg_SRR24974070_bin.12,Bin61,0.001102244,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila_A,Desulfopila_A sp016278675
2891,Sg_SRR24974070_bin.13,Bin97,2.91E-05,Bacteria,Bacillota,Clostridia,Saccharofermentanales,UBA5734,Unassigned,Unassigned
2892,Sg_SRR24974070_bin.16,Bin11,6.08E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Martelella,Martelella sp013459645
2893,Sg_SRR24974070_bin.18,Bin96,0.000206399,Bacteria,Bacillota,Moorellia,JADQBR01,JADQBR01,JADQBR01,JADQBR01 sp016278515
2894,Sg_SRR24974070_bin.2,Bin23,0.000265474,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JADQCB01,JADQCB01 sp016278285
2895,Sg_SRR24974070_bin.20,Bin23,7.27E-05,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sediminimonas,Unassigned
2896,Sg_SRR24974070_bin.21,Bin38,0.000158261,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
2897,Sg_SRR24974070_bin.22,Bin89,9.78E-05,Bacteria,Bacillota,Halanaerobiia,Halanaerobiales,DTU029,JADQBV01,JADQBV01 sp016278415
2898,Sg_SRR24974070_bin.24,Bin130,5.88E-05,Bacteria,Patescibacteria,Paceibacteria,UBA6257,UBA9933,JAUYBE01,Unassigned
2899,Sg_SRR24974070_bin.4,Bin24,0.000299407,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Acidimangrovimonas,Acidimangrovimonas sp913064775
2900,Sg_SRR24974070_bin.5,Bin41,9.18E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Halothiobacillus,Halothiobacillus sp024636015
2901,Sg_SRR24974070_bin.8,Bin59,0.001197799,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,BM103,M0040,Unassigned
2902,Sg_SRR24974071_bin.1,Bin43,3.46E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas,Unassigned
2903,Sg_SRR24974071_bin.11,Bin22,0.000263917,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp016278295
2904,Sg_SRR24974071_bin.12,Bin39,1.74E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,UBA3067,Unassigned,Unassigned
2905,Sg_SRR24974071_bin.13,Bin75,2.63E-05,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Unassigned
2906,Sg_SRR24974071_bin.2,Bin41,2.75E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,DSM-5130,Acidihalobacteraceae,Acidihalobacter,Acidihalobacter yilgarnensis
2907,Sg_SRR24974071_bin.20,Bin53,3.46E-05,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Gallionella,Unassigned
