"genome","Occupancy","Mean_Relative_Abundance","Domain","Phylum","Class","Order","Family","Genus","Species"
"Sg_SRR1977249_bin.13",10.989010989011,0.0220439812960288,"Bacteria","Patescibacteria","Microgenomatia","UBA1400","PJMF01","JAAZKO01","Unassigned"
"Sg_SRR1977249_bin.15",8.79120879120879,0.0188842735037338,"Bacteria","Patescibacteria","Dojkabacteria","SC72","SC72","UBA2177","Unassigned"
"Sg_SRR1977249_bin.18",12.0879120879121,0.0122845792760427,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocalculus","Methanocalculus sp9912u"
"Sg_SRR1977249_bin.2",5.49450549450549,0.0471288435959197,"Bacteria","Atribacterota","JS1","SB-45","34-128","UBA9904","UBA9904 sp003513845"
"Sg_SRR1977249_bin.20",3.2967032967033,0.00385457292940477,"Bacteria","Patescibacteria","Microgenomatia","0-14-0-10-38-17","0-14-0-10-38-17","JAQVFF01","Unassigned"
"Sg_SRR1977249_bin.21",5.49450549450549,0.0212373379382089,"Bacteria","Marinisomatota","AB16","AB16","46-47","46-47","46-47 sp001509335"
"Sg_SRR1977249_bin.22",8.79120879120879,0.0166343187609288,"Bacteria","Patescibacteria","Dojkabacteria","SC72","SC72","UBA2177","Unassigned"
"Sg_SRR1977249_bin.23",15.3846153846154,0.0150394061898554,"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","T78","T78 sp003445715"
"Sg_SRR1977249_bin.24",3.2967032967033,0.0205159295965061,"Bacteria","Atribacterota","JS1","SB-45","UBA6794","M30B28","Unassigned"
"Sg_SRR1977249_bin.4",7.69230769230769,0.104348630594166,"Bacteria","Bacillota","Desulfotomaculia","Desulfotomaculales","Nap2-2B","46-80","46-80 sp003513005"
"Sg_SRR1977249_bin.7",10.989010989011,0.333944112937676,"Archaea","Halobacteriota","Methanosarcinia","Methanotrichales","Methanotrichaceae","Methanocrinis","Methanocrinis harundinacea_D"
"Sg_SRR1977304_bin.4",29.6703296703297,0.321956074067215,"Bacteria","Thermotogota","Thermotogae","Thermotogales","DSM-5069","Pseudothermotoga_A","Pseudothermotoga_A sp003510135"
"Sg_SRR1977304_bin.5",5.49450549450549,0.940763290171892,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfonauticaceae","Desulfonauticus","Desulfonauticus sp001507915"
"Sg_SRR1977357_bin.1",6.59340659340659,0.346433762857441,"Archaea","Halobacteriota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus","Archaeoglobus fulgidus"
"Sg_SRR1977357_bin.3",5.49450549450549,0.0404338223665105,"Bacteria","Bacillota","Moorellia","DTU086","DTU086","41-269","41-269 sp001508005"
"Sg_SRR1977357_bin.5",5.49450549450549,0.00674863447296387,"Bacteria","Bacillota","Moorellia","Moorellales","Moorellaceae","UBA12545","UBA12545 sp003509545"
"Sg_SRR1977365_bin.10",3.2967032967033,0.00349718845571365,"Bacteria","Bipolaricaulota","Bipolaricaulia","Bipolaricaulales","Bipolaricaulaceae","64-32","64-32 sp001508155"
"Sg_SRR1977365_bin.12",9.89010989010989,0.0180538650361289,"Bacteria","Synergistota","Synergistia","Synergistales","Acetomicrobiaceae","Acetomicrobium","Acetomicrobium thermoterrenum"
"Sg_SRR1977365_bin.2",17.5824175824176,0.0516292258157888,"Archaea","Methanobacteriota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus_A","Thermococcus_A sibiricus"
"Sg_SRR1977365_bin.3",5.49450549450549,0.0792397410676926,"Bacteria","Bacillota","DSM-12270","Thermacetogeniales","Thermacetogeniaceae","50-218","50-218 sp001508855"
"Sg_SRR21291827_bin.1",0,0,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","Unassigned"
"Sg_SRR21291827_bin.3",0,0,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocalculus","Unassigned"
"Sg_SRR21291828_bin.1",0,0,"Bacteria","Actinomycetota","Coriobacteriia","Anaerosomatales","Anaerosomataceae","UBA2279","Unassigned"
"Sg_SRR21291828_bin.2",4.3956043956044,0.000663616501091051,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","Methanoregula","Unassigned"
"Sg_SRR21291828_bin.3",5.49450549450549,0.0196076406389705,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shahriarae"
"Sg_SRR21291828_bin.4",3.2967032967033,0.00691107048481225,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Herminiimonas","Herminiimonas contaminans"
"Sg_SRR21291829_bin.2",3.2967032967033,0.000656009112435522,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocalculus","Unassigned"
"Sg_SRR21291829_bin.4",0,0,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","MTP4","MTP4 sp9310u"
"Sg_SRR21291830_bin.1",0,0,"Bacteria","Bacillota","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","UBA7523","Unassigned"
"Sg_SRR21291830_bin.2",0,0,"Bacteria","Desulfobacterota","Syntrophia","Syntrophales","UBA2210","MLS-D","Unassigned"
"Sg_SRR21291831_bin.2",3.2967032967033,0.00053546243586963,"Archaea","Halobacteriota","Methanosarcinia","Methanotrichales","Methanotrichaceae","Methanocrinis","Unassigned"
"Sg_SRR21291831_bin.3",0,0,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocalculus","Unassigned"
"Sg_SRR21291832_bin.3",0,0,"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Unassigned"
"Sg_SRR21291832_bin.4",0,0,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","Methanospirillum","Unassigned"
"Sg_SRR21291832_bin.6",0,0,"Bacteria","Synergistota","Synergistia","Synergistales","Thermovirgaceae","Unassigned","Unassigned"
"Sg_SRR21291833_bin.1",2.1978021978022,0.000414613943771236,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocalculus","Unassigned"
"Sg_SRR21291833_bin.2",3.2967032967033,0.000561634203316529,"Archaea","Halobacteriota","Methanosarcinia","Methanotrichales","Methanotrichaceae","Methanocrinis","Unassigned"
"Sg_SRR21291833_bin.3",0,0,"Bacteria","Fermentibacterota","Fermentibacteria","Fermentibacterales","Fermentibacteraceae","UBA6080","UBA6080 sp002436025"
"Sg_SRR21291833_bin.4",6.59340659340659,0.000988678572229674,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","Methanoregula","Unassigned"
"Sg_SRR21291833_bin.6",2.1978021978022,3.82487083333846e-05,"Bacteria","Actinomycetota","Thermoleophilia","UBA2241","UBA2241","CAIXSE01","Unassigned"
"Sg_SRR21291834_bin.2",0,0,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa","Desulfocapsa sp018817385"
"Sg_SRR21291834_bin.3",2.1978021978022,0.000134539486205751,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","Thiovibrio","Thiovibrio sp002841785"
"Sg_SRR21291834_bin.4",0,0,"Bacteria","Bacillota","Bacilli_A","Acholeplasmatales","Acholeplasmataceae","UBA2284","Unassigned"
"Sg_SRR21291834_bin.5",0,0,"Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","RPRI01","RPRI01","Unassigned"
"Sg_SRR21291834_bin.6",1.0989010989011,4.68197524842989e-05,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides_I","Bacteroides_I graminisolvens"
"Sg_SRR21291834_bin.7",0,0,"Bacteria","Dependentiae","Babeliae","Babeliales","RVW-14","Unassigned","Unassigned"
"Sg_SRR23823796_bin.10",14.2857142857143,0.00798095104622064,"Bacteria","Thermotogota","Thermotogae","Thermotogales","DSM-5069","Pseudothermotoga_B","Pseudothermotoga_B elfii"
"Sg_SRR23823797_bin.1",1.0989010989011,2.1526777245839e-05,"Bacteria","Bacillota","Clostridia","Tissierellales","Tissierellaceae","Soehngenia","Unassigned"
"Sg_SRR23823797_bin.13",23.0769230769231,0.0385579691604939,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Seramator","Seramator thermalis"
"Sg_SRR23823797_bin.17",15.3846153846154,0.0144832347018179,"Bacteria","Bacillota","Thermoanaerobacteria","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter pseudethanolicus"
"Sg_SRR23823797_bin.19",0,0,"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Acidaminobacteraceae","Fusibacter","Fusibacter sp030446305"
"Sg_SRR23823797_bin.2",8.79120879120879,0.00217280897553676,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanolobus","Methanolobus sp030154025"
"Sg_SRR23823797_bin.4",1.0989010989011,0.00794535623015798,"Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho","Thermosipho africanus"
"Sg_SRR23823806_bin.2",13.1868131868132,0.0071884410674648,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Thermodesulfomicrobium","Thermodesulfomicrobium sp003530935"
"Sg_SRR23823806_bin.8",3.2967032967033,0.000217495652060165,"Bacteria","Bacillota","Thermosediminibacteria","Thermosediminibacterales","Tepidanaerobacteraceae","Biomaibacter","Biomaibacter acetigenes"
"Sg_SRR23823834_bin.13",2.1978021978022,0.000565499073801361,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Alpha-05","Alpha-05 sp900079695"
"Sg_SRR23823834_bin.2",2.1978021978022,0.00329869419161445,"Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Syntrophotaleaceae","Syntrophotalea","Syntrophotalea sp030154185"
"Sg_SRR23823835_bin.4",5.49450549450549,0.0104722280588619,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","Methanoculleus sp030446015"
"Sg_SRR23823836_bin.11",0,0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tenuifilaceae","Tenuifilum","Tenuifilum thalassicum"
"Sg_SRR23823836_bin.14",6.59340659340659,0.00566518637700257,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Anaerophaga","Anaerophaga thermohalophila"
"Sg_SRR23823836_bin.2",5.49450549450549,0.00264483451001685,"Bacteria","Thermotogota","Thermotogae","Petrotogales","Kosmotogaceae","Kosmotoga","Kosmotoga olearia"
"Sg_SRR23823838_bin.5",2.1978021978022,0.000557769365191258,"Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","UBA119","UBA119","UBA119 sp030156615"
"Sg_SRR23823841_bin.13",0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Hypnocyclicus","Hypnocyclicus sp020063625"
"Sg_SRR23823842_bin.5",13.1868131868132,0.0247754411829768,"Bacteria","Bacillota","Thermoanaerobacteria","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter pseudethanolicus"
"Sg_SRR23823843_bin.11",2.1978021978022,5.45614255895354e-05,"Bacteria","Bacillota","Clostridia","Tissierellales","Tissierellaceae","Soehngenia","Unassigned"
"Sg_SRR23823845_bin.11",1.0989010989011,3.8137351940846e-05,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_D","Enterococcus_D innesii"
"Sg_SRR23823845_bin.13",0,0,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Velocimicrobium","Velocimicrobium sp030154385"
"Sg_SRR23823845_bin.14",3.2967032967033,0.000292842431599055,"Bacteria","Bacillota","Clostridia","SK-Y3","SK-Y3","Petroclostridium","Petroclostridium xylanilyticum"
"Sg_SRR23823845_bin.15",3.2967032967033,0.000269279589632734,"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Filifactoraceae","Acetoanaerobium","Acetoanaerobium noterae"
"Sg_SRR23823845_bin.2",0,0,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Pygmaiobacter","Pygmaiobacter sp028689835"
"Sg_SRR23823845_bin.6",1.0989010989011,0.000971557544263094,"Bacteria","Bacillota","Thermoanaerobacteria","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacterium","Thermoanaerobacterium butyriciformans"
"Sg_SRR23823845_bin.9",0,0,"Bacteria","Bacillota","Bacilli_A","Erysipelotrichales","Coprobacillaceae","JAQVDW01","Unassigned"
"Sg_SRR23823846_bin.10",19.7802197802198,0.035623264207412,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Tepidiphilus","Tepidiphilus succinatimandens"
"Sg_SRR23823846_bin.7",7.69230769230769,0.00474803582830198,"Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferrivibrionaceae","Deferrivibrio","Deferrivibrio sp020054865"
"Sg_SRR23823846_bin.8",0,0,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","JAIHAL01","JAIHAL01 sp020054675"
"Sg_SRR23823851_bin.13",19.7802197802198,0.0148447906415248,"Archaea","Halobacteriota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","WYZ-LMO2","WYZ-LMO2 sp030153385"
"Sg_SRR23823851_bin.16",1.0989010989011,9.50090453476133e-05,"Bacteria","Bacillota","Peptococcia","Peptococcales","BICA1-8","JASKKI01","JASKKI01 sp030154225"
"Sg_SRR23823851_bin.18",5.49450549450549,0.000526212480195721,"Archaea","Halobacteriota","Archaeoglobi","Mnemosynellales","Mnemosynellaceae","Mnemosynella","Mnemosynella bozhongmuii"
"Sg_SRR23823851_bin.4",5.49450549450549,0.00348889818346606,"Bacteria","Thermotogota","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga","Thermotoga neapolitana"
"Sg_SRR23823852_bin.5",15.3846153846154,0.0102770679818564,"Bacteria","Synergistota","Synergistia","Synergistales","Thermovirgaceae","UBA1876","UBA1876 sp003446665"
"Sg_SRR23823852_bin.6",3.2967032967033,0.00148193439761953,"Bacteria","Bacillota","Clostridia","Mahellales","Mahellaceae","Mahella","Mahella sp030156435"
"Sg_SRR23823852_bin.7",2.1978021978022,0.00114612840441395,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","Methanoculleus sp030446015"
"Sg_SRR23823853_bin.11",13.1868131868132,0.00699016232261367,"Bacteria","Bacillota","Thermoanaerobacteria","Thermoanaerobacterales","Thermoanaerobacteraceae","Caldanaerobacter","Caldanaerobacter subterraneus"
"Sg_SRR23823855_bin.4",5.49450549450549,0.137315802766155,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales_A","Methermicoccaceae","Methermicoccus","Methermicoccus shengliensis"
"Sg_SRR23823856_bin.7",13.1868131868132,0.0978565477060667,"Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Petrotoga","Petrotoga mexicana"
"Sg_SRR23823856_bin.8",0,0,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Hypnocyclicus","Hypnocyclicus sp020063625"
"Sg_SRR23823857_bin.12",12.0879120879121,0.0415450728589864,"Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Petrotoga","Unassigned"
"Sg_SRR23823858_bin.3",12.0879120879121,0.0393903661538729,"Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Petrotoga","Petrotoga mobilis"
"Sg_SRR23823858_bin.6",21.978021978022,0.0243220875119037,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Seramator","Unassigned"
"Sg_SRR23823858_bin.9",10.989010989011,0.0192952697580673,"Bacteria","Thermotogota","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga","Thermotoga petrophila"
"Sg_SRR23823859_bin.4",0,0,"Bacteria","Bacillota","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitalea_A","Defluviitalea_A raffinosedens"
"Sg_SRR23823859_bin.5",0,0,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_E","Enterococcus_E cecorum"
"Sg_SRR23823860_bin.4",0,0,"Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium butyricum"
"Sg_SRR23823861_bin.10",1.0989010989011,0.000101919275633466,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides_I","Bacteroides_I graminisolvens"
"Sg_SRR23823861_bin.13",1.0989010989011,0.000132592222984792,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","Shewanella fodinae"
"Sg_SRR23823861_bin.2",25.2747252747253,0.327921575511725,"Bacteria","Desulfobacterota","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Thermodesulfobacterium","Thermodesulfobacterium commune"
"Sg_SRR23823862_bin.14",2.1978021978022,0.000437639964936648,"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus sp030153215"
"Sg_SRR23823862_bin.9",4.3956043956044,0.000488565468590376,"Bacteria","Bacillota","Moorellia","Moorellales","Moorellaceae","Moorella","Moorella sp006538365"
"Sg_SRR23823864_bin.2",0,0,"Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium_A","Carnobacterium_A inhibens"
"Sg_SRR23823867_bin.14",1.0989010989011,0.00019739163065593,"Bacteria","Bacillota","Clostridia","SK-Y3","SK-Y3","JASGMB01","JASGMB01 sp030156665"
"Sg_SRR23823867_bin.16",0,0,"Bacteria","Bacillota","Peptococcia","Peptococcales","BICA1-8","JASKKI01","JASKKI01 sp030154225"
"Sg_SRR23823867_bin.19",1.0989010989011,0.00125449485842128,"Bacteria","Verrucomicrobiota","Kiritimatiellia","Kiritimatiellales","Tichowtungiaceae","Tichowtungia","Tichowtungia sp030153935"
"Sg_SRR23823867_bin.7",12.0879120879121,0.0367275772326299,"Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Petrotoga","Petrotoga mobilis"
"Sg_SRR23823868_bin.15",3.2967032967033,0.00695485299416925,"Archaea","Methanobacteriota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus sp030156945"
"Sg_SRR23823868_bin.16",4.3956043956044,0.000653175787780707,"Bacteria","Atribacterota","Atribacteria","Atribacterales","JASGLU01","JASGLU01","JASGLU01 sp030156825"
"Sg_SRR23823868_bin.17",6.59340659340659,0.00141688915439571,"Bacteria","Atribacterota","Atribacteria","Atribacterales","JARRBX01","JARRBX01","JARRBX01 sp029982245"
"Sg_SRR23823868_bin.2",0,0,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lacrimispora","Lacrimispora amygdalina_A"
"Sg_SRR23823868_bin.23",2.1978021978022,0.000255660498457256,"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium sp000499765"
"Sg_SRR23823868_bin.4",4.3956043956044,0.000427458176943411,"Bacteria","Bacillota","Clostridia","Mahellales","Mahellaceae","Mahella","Mahella sp020054945"
"Sg_SRR23823869_bin.1",10.989010989011,0.00950942616649434,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DTU049","DTU049","DTU049 sp018432645"
"Sg_SRR23823869_bin.11",3.2967032967033,0.000620346344436563,"Bacteria","Bacillota","Clostridia","Mahellales","Mahellaceae","Mahella","Mahella sp030156435"
"Sg_SRR23823869_bin.15",3.2967032967033,0.000131134416249047,"Bacteria","DTU030","DTU030","DUMP01","DUMP01","DUMP01","DUMP01 sp030153805"
"Sg_SRR23823869_bin.22",5.49450549450549,0.00291033864402621,"Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Acetobacterium","Acetobacterium sp030156895"
"Sg_SRR23823869_bin.26",14.2857142857143,0.00527068877801734,"Bacteria","Synergistota","Synergistia","Synergistales","Thermosynergistaceae","Thermosynergistes","Thermosynergistes sp001508935"
"Sg_SRR23823869_bin.38",0,0,"Bacteria","DTU030","DTU030","DUMP01","DUMP01","DUMP01","DUMP01 sp012839755"
"Sg_SRR23823869_bin.4",9.89010989010989,0.00369261838768742,"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae","UBA9915","UBA9915 sp9915u"
"Sg_SRR23823869_bin.40",5.49450549450549,0.000196643935753172,"Bacteria","Bacillota","Limnochordia","Limnochordales","DUMU01","DUMU01","Unassigned"
"Sg_SRR23823870_bin.11",1.0989010989011,3.38711524325428e-05,"Bacteria","Bacillota","Thermosediminibacteria","Thermosediminibacterales","Tepidanaerobacteraceae","Unassigned","Unassigned"
"Sg_SRR23823870_bin.14",7.69230769230769,0.0035927111400023,"Bacteria","Thermotogota","Thermotogae","UBA12178","UBA12178","UBA12178","UBA12178 sp003538775"
"Sg_SRR23823870_bin.15",0,0,"Bacteria","Bacillota","Thermosediminibacteria","Koleobacterales","JARRCM01","JARRCM01","JARRCM01 sp029982205"
"Sg_SRR23823870_bin.18",3.2967032967033,0.00457247509882001,"Bacteria","Thermotogota","Thermotogae","B21-G9","HyVt-16","HyVt-16","HyVt-16 sp029981435"
